,location,size,total_sqft,bath,price,bhk,price_per_sqft
11190,LB Shastri Nagar,8 Bedroom,2400.0,8.0,250.0,8,10416.666666666666
11191,Anwar Layout,1 BHK,610.0,1.0,28.0,1,4590.163934426229
11192,Raja Rajeshwari Nagar,4 Bedroom,1560.0,4.0,160.0,4,10256.410256410256
11193,Kathriguppe,3 BHK,1300.0,3.0,77.99,3,5999.230769230769
11194,Kudlu Gate,4 Bedroom,3850.0,6.0,205.0,4,5324.675324675325
11195,CV Raman Nagar,2 BHK,1125.0,2.0,46.0,2,4088.8888888888887
11196,Bileshivale,6 Bedroom,2400.0,7.0,107.0,6,4458.333333333333
11197,Kengeri Satellite Town,2 BHK,777.4,2.0,25.0,2,3215.8476974530486
11198,Battarahalli,4 BHK,2500.0,3.0,65.0,4,2600.0
11199,Old Airport Road,3 BHK,1798.0,3.0,150.0,3,8342.602892102335
11200,Dodda Nekkundi Extension,3 BHK,1864.0,3.0,120.0,3,6437.768240343347
11201,Whitefield,2 BHK,1115.0,2.0,51.91,2,4655.605381165919
11202,Kengeri,1 BHK,400.0,1.0,25.0,1,6250.0
11203,Rajaji Nagar,2 BHK,1200.0,2.0,70.0,2,5833.333333333333
11204,Ananth Nagar,2 BHK,992.0,2.0,24.8,2,2500.0
11205,Jakkasandra Extension,2 BHK,950.0,2.0,57.0,2,6000.0
11206,R.T. Nagar,4 Bedroom,1500.0,4.0,185.0,4,12333.333333333334
11207,Bellandur,2 BHK,1200.0,2.0,62.0,2,5166.666666666667
11208,GM Palaya,3 BHK,1735.0,3.0,70.0,3,4034.5821325648417
11209,BTM 2nd Stage,3 BHK,1750.0,3.0,172.0,3,9828.57142857143
11210,HSR Layout,2 BHK,1009.0,2.0,56.0,2,5550.049554013875
11211,Jalahalli,3 BHK,1470.0,2.0,102.0,3,6938.775510204082
11212,Bannerghatta Road,3 BHK,1527.0,3.0,115.0,3,7531.106745252128
11213,Singapura Village,2 BHK,985.0,2.0,45.0,2,4568.527918781726
11214,Chandapura,4 Bedroom,3300.0,4.0,135.0,4,4090.909090909091
11215,Whitefield,2 BHK,1277.0,2.0,77.0,2,6029.757243539546
11216,Nallurhalli,2 BHK,1100.0,2.0,62.0,2,5636.363636363636
11217,Whitefield,3 BHK,1820.0,3.0,140.0,3,7692.307692307692
11218,Puttanahalli,4 BHK,1530.0,3.0,87.0,4,5686.274509803921
11219,Banashankari,3 BHK,1886.0,3.0,205.0,3,10869.565217391304
11220,Chandra Layout,3 Bedroom,1200.0,2.0,190.0,3,15833.333333333334
11221,Jakkur,3 BHK,1880.0,4.0,110.0,3,5851.063829787234
11222,Hennur,2 BHK,1255.0,2.0,52.35,2,4171.314741035857
11223,Kanakpura Road,2 BHK,700.0,2.0,36.0,2,5142.857142857143
11224,Somasundara Palya,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
11225,Electronic City Phase II,2 BHK,1025.0,2.0,29.6,2,2887.8048780487807
11226,Whitefield,4 Bedroom,3453.0,4.0,247.0,4,7153.200115841298
11227,Uttarahalli,3 BHK,1490.0,2.0,59.6,3,4000.0
11228,Akshaya Vana,4 Bedroom,1200.0,4.0,165.0,4,13750.0
11229,Sarjapur  Road,3 BHK,1850.0,3.0,140.0,3,7567.5675675675675
11230,Kaikondrahalli,2 BHK,1250.0,2.0,78.0,2,6240.0
11231,Kamakya Layout,4 BHK,2400.0,3.0,108.0,4,4500.0
11232,Kodihalli,4 BHK,3522.0,5.0,716.0,4,20329.358319136853
11233,Jalahalli,2 BHK,1244.0,2.0,88.0,2,7073.954983922829
11234,Kumaraswami Layout,4 Bedroom,623.0,4.0,75.0,4,12038.52327447833
11235,Kengeri Satellite Town,2 BHK,1025.0,2.0,28.57,2,2787.317073170732
11236,Sarjapur  Road,2 BHK,1034.0,2.0,38.0,2,3675.0483558994197
11237,Kengeri Satellite Town,3 BHK,1191.0,2.0,33.34,3,2799.3282955499585
11238,Kasavanhalli,3 BHK,1719.0,3.0,71.0,3,4130.308318789994
11239,7th Phase JP Nagar,2 BHK,1035.0,2.0,39.33,2,3800.0
11240,2nd Stage Nagarbhavi,4 Bedroom,1500.0,3.0,230.0,4,15333.333333333334
11241,Hosa Road,3 BHK,1470.0,2.0,84.22,3,5729.251700680272
11242,Yelahanka,2 BHK,1140.0,2.0,50.66,2,4443.859649122807
11243,Harlur,3 BHK,1752.12,3.0,125.0,3,7134.214551514737
11244,BTM 1st Stage,6 Bedroom,600.0,6.0,80.0,6,13333.333333333334
11245,2nd Stage Nagarbhavi,4 Bedroom,600.0,3.0,84.0,4,14000.0
11246,Old Madras Road,3 BHK,2990.0,3.0,170.0,3,5685.61872909699
11247,Bannerghatta Road,3 BHK,1660.0,3.0,85.0,3,5120.481927710844
11248,Electronic City,3 BHK,1275.0,3.0,63.43,3,4974.901960784314
11249,Bommasandra Industrial Area,3 BHK,1365.0,3.0,52.81,3,3868.864468864469
11250,"MEI layout, Bagalgunte",3 Bedroom,1200.0,2.0,90.0,3,7500.0
11251,Kanakpura Road,3 BHK,2546.0,3.0,170.0,3,6677.140612725844
11252,Banashankari Stage VI,3 BHK,1392.0,3.0,69.46,3,4989.942528735632
11253,Whitefield,2 BHK,1245.0,2.0,59.76,2,4800.0
11254,Rayasandra,5 Bedroom,1200.0,3.0,65.0,5,5416.666666666667
11255,Yeshwanthpur,2 BHK,1162.0,2.0,64.08,2,5514.629948364888
11256,Singasandra,3 BHK,1476.0,2.0,73.0,3,4945.79945799458
11257,KR Puram,1 BHK,700.0,1.0,21.5,1,3071.4285714285716
11258,Gnana Bharathi,6 Bedroom,3600.0,6.0,170.0,6,4722.222222222223
11259,Jigani,2 BHK,943.0,2.0,48.0,2,5090.1378579003185
11260,Pai Layout,2 Bedroom,1150.0,2.0,170.0,2,14782.608695652174
11261,Sarjapur  Road,2 BHK,1113.0,2.0,44.5,2,3998.2030548068283
11262,Varthur,3 BHK,1615.0,3.0,69.43,3,4299.071207430341
11263,Keshava Nagar,2 BHK,1279.0,2.0,100.0,2,7818.608287724785
11264,Kacharakanahalli,2 BHK,1256.0,2.0,60.0,2,4777.070063694267
11265,Benson Town,3 BHK,1805.0,3.0,280.0,3,15512.465373961219
11266,Sompura,3 BHK,1350.0,3.0,65.0,3,4814.814814814815
11267,SRINIVASAPURA,3 BHK,1525.0,3.0,68.63,3,4500.327868852459
11268,Rajaji Nagar,2 BHK,1357.0,2.0,123.0,2,9064.112011790714
11269,Hebbal,3 BHK,1645.0,3.0,117.0,3,7112.462006079028
11270,Ardendale,3 BHK,1777.26,3.0,92.0,3,5176.507657855351
11271,Bisuvanahalli,2 BHK,845.0,2.0,32.0,2,3786.98224852071
11272,Sidedahalli,2 BHK,900.0,2.0,25.0,2,2777.777777777778
11273,Varthur,2 BHK,1210.0,2.0,64.15,2,5301.652892561984
11274,Electronic City Phase II,2 BHK,829.0,2.0,22.8,2,2750.301568154403
11275,Sarjapur  Road,3 BHK,1879.0,3.0,155.0,3,8249.068653539116
11276,Hosur Road,3 BHK,1250.0,2.0,50.0,3,4000.0
11277,Jeevanhalli,4 Bedroom,1200.0,2.0,35.0,4,2916.6666666666665
11278,Marathahalli,3 BHK,1108.0,2.0,60.0,3,5415.162454873646
11279,Kanakpura Road,3 BHK,1401.0,3.0,69.0,3,4925.0535331905785
11280,Sarjapur  Road,3 BHK,1157.0,2.0,75.0,3,6482.281763180639
11281,Ramamurthy Nagar Extension,2 BHK,1185.0,2.0,42.66,2,3600.0
11282,Green Glen Layout,3 BHK,1751.0,3.0,115.0,3,6567.6756139348945
11283,Mahalakshmi Puram,5 Bedroom,1550.0,3.0,250.0,5,16129.032258064517
11284,Bannerghatta Road,3 BHK,1880.0,3.0,96.5,3,5132.978723404255
11285,Whitefield,3 BHK,1322.5,3.0,40.985,3,3099.054820415879
11286,Channasandra,2 BHK,1175.0,2.0,38.0,2,3234.0425531914893
11287,Jalahalli,2 BHK,1407.0,2.0,98.49,2,7000.0
11288,Yelachenahalli,2 BHK,1000.0,2.0,50.0,2,5000.0
11289,Electronic City,3 BHK,1518.0,3.0,75.0,3,4940.711462450593
11290,"Gubbi Cross, Hennur Main Road",4 Bedroom,3600.0,4.0,300.0,4,8333.333333333334
11291,Tumkur Road,2 BHK,1027.0,2.0,67.0,2,6523.855890944498
11292,Dairy Circle,4 BHK,3730.0,6.0,430.0,4,11528.150134048257
11293,HSR Layout,2 BHK,1145.0,2.0,46.0,2,4017.467248908297
11294,Rajaji Nagar,2 BHK,1260.0,2.0,113.0,2,8968.253968253968
11295,Begur Road,3 BHK,1500.0,2.0,47.25,3,3150.0
11296,Varthur,3 BHK,1737.0,2.0,57.32,3,3299.9424294761084
11298,Byrathi Village,3 Bedroom,1600.0,4.0,120.0,3,7500.0
11299,Hegde Nagar,3 BHK,1500.0,3.0,135.0,3,9000.0
11300,Sabari Nagar,2 Bedroom,1120.0,2.0,60.0,2,5357.142857142857
11301,Banashankari Stage V,3 Bedroom,1200.0,4.0,240.0,3,20000.0
11302,Hennur Road,2 BHK,1030.0,2.0,46.5,2,4514.563106796117
11303,Gubbalala,6 Bedroom,2500.0,6.0,88.0,6,3520.0
11304,Kammasandra,2 BHK,1057.0,2.0,35.0,2,3311.2582781456954
11305,Old Airport Road,4 BHK,2774.0,4.0,208.0,4,7498.197548666186
11306,Thanisandra,2 BHK,1460.0,2.0,38.5,2,2636.986301369863
11307,Hormavu,2 BHK,1075.0,2.0,53.7,2,4995.3488372093025
11308,Mysore Road,3 BHK,1080.0,2.0,60.0,3,5555.555555555556
11309,Kodihalli,4 BHK,3626.0,5.0,788.0,4,21731.936017650303
11310,Ashraya Layout,6 BHK,5100.0,7.0,225.0,6,4411.764705882353
11311,Singasandra,2 BHK,1139.7,2.0,45.0,2,3948.407475651487
11312,Whitefield,2 BHK,1074.0,2.0,42.8,2,3985.102420856611
11313,Whitefield,2 Bedroom,1200.0,2.0,46.13,2,3844.1666666666665
11314,Sarjapur  Road,4 BHK,2425.0,5.0,175.0,4,7216.494845360825
11315,Sarjapur  Road,2 BHK,1323.0,2.0,74.0,2,5593.348450491308
11316,Hennur Road,2 BHK,1232.0,2.0,69.61,2,5650.162337662337
11317,Kalena Agrahara,2 BHK,900.0,2.0,40.0,2,4444.444444444444
11318,Sarjapura - Attibele Road,1 BHK,740.0,1.0,23.65,1,3195.945945945946
11319,Hebbal,3 BHK,1920.0,3.0,134.0,3,6979.166666666667
11321,Bannerghatta Road,3 BHK,1550.0,3.0,96.0,3,6193.548387096775
11322,Gunjur,3 BHK,1588.0,2.0,90.0,3,5667.506297229219
11323,Rajaji Nagar,3 Bedroom,2300.0,4.0,240.0,3,10434.782608695652
11324,R.T. Nagar,9 Bedroom,3600.0,8.0,165.0,9,4583.333333333333
11325,"Thanisandra Main Road, ",2 BHK,1308.0,2.0,86.0,2,6574.923547400612
11326,Hennur,3 BHK,1340.0,2.0,54.27,3,4050.0
11327,Kogilu,10 Bedroom,3280.0,9.0,450.0,10,13719.512195121952
11328,Infantry Road,4 BHK,2170.0,3.0,265.0,4,12211.981566820277
11329,Thanisandra,3 BHK,1719.0,3.0,135.0,3,7853.4031413612565
11330,Horamavu Agara,2 BHK,1107.83,2.0,41.51,2,3746.964787016059
11331,Whitefield,2 Bedroom,1200.0,2.0,45.84,2,3820.0
11332,Electronic City,1 BHK,1090.0,2.0,31.48,1,2888.0733944954127
11333,Sarvabhouma Nagar,5 Bedroom,1500.0,5.0,210.0,5,14000.0
11334,Jakkur,3 BHK,1660.0,3.0,104.0,3,6265.060240963855
11335,Nagavara,2 BHK,1247.0,2.0,58.56,2,4696.0705693664795
11336,Thanisandra,3 BHK,1595.0,3.0,96.0,3,6018.808777429467
11337,Kaggadasapura,2 BHK,1175.0,2.0,50.0,2,4255.31914893617
11338,9th Phase JP Nagar,8 Bedroom,1200.0,8.0,135.0,8,11250.0
11339,Old Airport Road,2 BHK,1184.0,2.0,78.0,2,6587.8378378378375
11340,Byrasandra,2 BHK,1100.0,2.0,55.0,2,5000.0
11341,Kaval Byrasandra,2 Bedroom,935.0,2.0,78.0,2,8342.245989304813
11342,Yelahanka,2 BHK,1200.0,2.0,60.0,2,5000.0
11343,Rajaji Nagar,5 Bedroom,2400.0,5.0,408.0,5,17000.0
11344,Neelamangala,2 BHK,1000.0,2.0,45.0,2,4500.0
11345,Uttarahalli,2 BHK,1000.0,2.0,52.0,2,5200.0
11346,Yelahanka,3 BHK,1705.0,3.0,85.0,3,4985.337243401759
11347,Tumkur Road,3 BHK,1060.0,2.0,58.3,3,5500.0
11348,Chikka Tirupathi,4 Bedroom,2325.0,4.0,120.0,4,5161.290322580645
11349,Kammagondahalli,3 BHK,1347.0,2.0,55.0,3,4083.147735708983
11350,Kathreguppe,8 Bedroom,1200.0,8.0,250.0,8,20833.333333333332
11351,Varthur,2 BHK,1402.0,2.0,95.0,2,6776.034236804565
11352,Whitefield,3 BHK,2280.0,4.0,125.0,3,5482.456140350877
11353,Whitefield ECC Road,2 BHK,1225.0,2.0,71.05,2,5800.0
11354,5th Phase JP Nagar,2 BHK,1080.0,2.0,53.0,2,4907.407407407408
11355,Koppa,7 Bedroom,4000.0,7.0,90.0,7,2250.0
11356,Lavelle Road,3 BHK,1919.0,3.0,300.0,3,15633.142261594581
11357,Begur Road,2 BHK,1100.0,2.0,42.6,2,3872.7272727272725
11358,Sarjapur  Road,4 BHK,2500.0,4.0,225.0,4,9000.0
11359,Bannerghatta Road,2 BHK,1200.0,2.0,78.0,2,6500.0
11360,Begur Road,3 BHK,1565.0,2.0,57.91,3,3700.3194888178914
11361,Maruthi nagar kogilu,2 Bedroom,1200.0,3.0,78.0,2,6500.0
11362,Kothanur,3 BHK,1581.0,3.0,76.0,3,4807.084123972169
11363,Whitefield,4 BHK,2882.0,5.0,200.0,4,6939.625260235947
11364,TC Palaya,5 Bedroom,1440.0,5.0,97.0,5,6736.111111111111
11365,Krishna Reddy Layout,3 BHK,2180.0,3.0,273.0,3,12522.935779816513
11366,Nagasandra,4 Bedroom,7000.0,8.0,450.0,4,6428.571428571428
11367,Abbigere,2 BHK,985.0,2.0,38.92,2,3951.269035532995
11368,Sarjapur,2 BHK,950.0,2.0,35.0,2,3684.2105263157896
11369,Jai Bheema Nagar,2 BHK,1339.0,2.0,55.0,2,4107.542942494399
11370,Ayappa Nagar,3 BHK,1449.0,3.0,72.0,3,4968.944099378882
11371,Chikkasandra,4 Bedroom,1200.0,4.0,180.0,4,15000.0
11372,Brindavan Layout,2 BHK,1100.0,2.0,38.68,2,3516.3636363636365
11373,Hoskote,2 BHK,1003.5,2.0,28.095,2,2799.701046337818
11374,Kaval Byrasandra,3 Bedroom,2700.0,3.0,200.0,3,7407.407407407408
11375,Billamaranahalli,2 BHK,1100.0,2.0,55.0,2,5000.0
11376,Electronic City,2 BHK,1140.0,2.0,32.92,2,2887.719298245614
11377,Sarjapur,3 Bedroom,3009.0,3.0,330.0,3,10967.098703888336
11378,Hanumantha Nagar,8 BHK,3300.0,8.0,310.0,8,9393.939393939394
11379,Chandapura,2 BHK,800.0,1.0,30.0,2,3750.0
11380,Chikkabanavar,5 Bedroom,2000.0,4.0,65.0,5,3250.0
11381,Prasanti Nagar,4 Bedroom,1200.0,4.0,190.0,4,15833.333333333334
11382,3rd Block Hrbr Layout,2 BHK,1300.0,2.0,95.0,2,7307.692307692308
11383,Kanakpura Road,2 BHK,1220.0,2.0,60.0,2,4918.0327868852455
11384,Sarjapur  Road,3 BHK,2289.0,3.0,178.0,3,7776.321537789428
11385,Whitefield,2 BHK,1170.0,2.0,56.0,2,4786.324786324786
11386,Vignana Nagar,2 BHK,1350.0,2.0,89.5,2,6629.62962962963
11387,Kambipura,2 BHK,883.0,2.0,45.0,2,5096.262740656852
11388,Thanisandra,3 BHK,1698.0,3.0,125.0,3,7361.601884570083
11389,Electronic City Phase II,4 BHK,2187.5,4.0,105.0,4,4800.0
11390,Ambalipura,2 BHK,1060.0,2.0,58.5,2,5518.867924528302
11391,Somasundara Palya,2 BHK,1185.0,2.0,75.0,2,6329.113924050633
11392,Padmanabhanagar,3 BHK,2051.0,3.0,180.0,3,8776.206728425159
11393,Vittasandra,2 BHK,1404.0,2.0,72.0,2,5128.205128205128
11394,Electronic City Phase II,2 BHK,1252.0,2.0,67.0,2,5351.437699680511
11395,Bannerghatta Road,3 BHK,1885.0,3.0,125.0,3,6631.29973474801
11396,Kaikondrahalli,6 BHK,3381.0,6.0,225.0,6,6654.835847382431
11397,Hormavu,2 BHK,980.0,2.0,42.0,2,4285.714285714285
11398,Rajaji Nagar,3 BHK,2500.0,3.0,340.0,3,13600.0
11399,Banashankari,3 BHK,1420.0,3.0,66.0,3,4647.887323943662
11400,Medahalli,6 Bedroom,1166.0,6.0,135.0,6,11578.044596912521
11401,"Banasawadi, ",3 BHK,2312.0,3.0,156.0,3,6747.404844290658
11402,Kaggadasapura,4 BHK,3000.0,4.0,130.0,4,4333.333333333333
11403,Jayamahal,2 BHK,1175.0,2.0,70.0,2,5957.446808510638
11404,Vinayaka Nagar,2 BHK,1145.0,2.0,51.0,2,4454.14847161572
11405,Bhoganhalli,2 BHK,970.0,2.0,52.5,2,5412.371134020618
11406,Electronic City,2 BHK,1125.0,2.0,32.49,2,2888.0
11407,Whitefield,3 BHK,1639.5,3.0,92.63,3,5649.893260140287
11408,9th Phase JP Nagar,4 BHK,5000.0,4.0,300.0,4,6000.0
11409,3rd Block Jayanagar,3 BHK,2150.0,3.0,240.0,3,11162.790697674418
11410,Ramagondanahalli,3 BHK,1635.0,3.0,57.0,3,3486.238532110092
11411,Harlur,3 Bedroom,3425.0,3.0,320.0,3,9343.065693430657
11412,Hennur Road,4 Bedroom,2950.0,4.0,253.0,4,8576.271186440677
11413,Jalahalli,1 BHK,1200.0,2.0,66.0,1,5500.0
11414,Kathriguppe,3 BHK,1335.0,2.0,73.43,3,5500.374531835207
11415,Hebbal,4 BHK,4450.0,6.0,449.0,4,10089.887640449439
11416,Yeshwanthpur,2 BHK,1166.0,2.0,64.08,2,5495.711835334477
11417,Rajaji Nagar,3 BHK,2390.0,3.0,372.0,3,15564.853556485356
11418,Shivaji Nagar,3 BHK,1460.0,2.0,90.0,3,6164.3835616438355
11419,Gulimangala,3 BHK,1690.0,3.0,50.0,3,2958.579881656805
11420,Nagashetty Halli,4 Bedroom,1386.0,3.0,93.0,4,6709.95670995671
11421,Devasandra Extension,2 BHK,1090.0,2.0,32.0,2,2935.7798165137615
11422,Thanisandra,3 BHK,1732.0,3.0,85.73,3,4949.769053117783
11423,Whitefield,2 BHK,1390.0,2.0,72.0,2,5179.856115107914
11424,Sector 2 HSR Layout,2 BHK,1095.0,2.0,85.41,2,7800.0
11425,Kengeri,1 BHK,416.0,1.0,17.19,1,4132.211538461539
11426,Channasandra Layout,3 BHK,2400.0,2.0,50.0,3,2083.3333333333335
11427,Yelahanka,3 BHK,1350.0,2.0,85.0,3,6296.2962962962965
11428,Bannerghatta Road,3 BHK,1453.0,2.0,73.0,3,5024.088093599449
11429,Thanisandra,2 BHK,1226.0,2.0,65.0,2,5301.794453507341
11430,Kasturi Nagar,4 Bedroom,784.0,2.0,165.0,4,21045.918367346938
11431,Hegde Nagar,3 BHK,1168.0,2.0,68.0,3,5821.917808219178
11432,Bannerghatta,3 BHK,1776.0,3.0,124.0,3,6981.981981981982
11433,Whitefield,3 BHK,1634.0,3.0,68.0,3,4161.566707466341
11434,Hormavu,2 Bedroom,860.0,2.0,56.0,2,6511.627906976744
11435,Kamala Nagar,3 Bedroom,2800.0,3.0,400.0,3,14285.714285714286
11436,Nagasandra,3 BHK,1650.0,3.0,95.0,3,5757.575757575758
11437,Whitefield,2 BHK,1190.0,2.0,70.0,2,5882.35294117647
11438,JP Nagar,2 BHK,1133.0,2.0,33.99,2,3000.0
11439,Suraksha Nagar,3 BHK,1559.0,3.0,62.0,3,3976.9082745349583
11440,Horamavu Banaswadi,3 Bedroom,1448.0,4.0,118.0,3,8149.171270718232
11441,Sathya Sai Layout,4 BHK,6652.0,6.0,510.0,4,7666.867107636801
11442,Kodichikkanahalli,2 BHK,976.0,2.0,50.0,2,5122.950819672131
11443,Bank Of Baroda Colony,4 Bedroom,1350.0,4.0,240.0,4,17777.777777777777
11444,Yelahanka,3 BHK,1590.0,2.0,54.0,3,3396.2264150943397
11445,Binny Pete,4 BHK,2940.0,6.0,201.0,4,6836.734693877551
11446,Yelahanka,3 BHK,1633.0,3.0,110.0,3,6736.068585425597
11447,Ramagondanahalli,2 BHK,1151.0,2.0,46.0,2,3996.524761077324
11448,Kereguddadahalli,3 BHK,1400.0,2.0,42.0,3,3000.0
11449,Uttarahalli,2 BHK,1037.0,2.0,36.0,2,3471.552555448409
11450,Thanisandra,2 BHK,1188.0,2.0,36.0,2,3030.3030303030305
11451,Raja Rajeshwari Nagar 5th Stage,2 BHK,1060.0,2.0,52.0,2,4905.66037735849
11452,Thigalarapalya,3 BHK,2215.0,4.0,162.0,3,7313.769751693002
11453,Hennur,2 BHK,1255.0,2.0,54.5,2,4342.629482071713
11454,Ganesha Block,3 Bedroom,2500.0,2.0,300.0,3,12000.0
11455,Hormavu,2 BHK,1075.0,2.0,53.7,2,4995.3488372093025
11456,Harlur,4 BHK,2569.0,5.0,180.0,4,7006.617360840794
11457,ITPL,2 BHK,900.0,2.0,27.0,2,3000.0
11458,Kudlu Gate,2 BHK,1183.0,2.0,79.54,2,6723.584108199494
11459,HSR Layout,2 BHK,1100.0,2.0,44.0,2,4000.0
11460,GM Palaya,3 BHK,1643.0,2.0,70.0,3,4260.49908703591
11461,Banagiri Nagar,3 BHK,1500.0,2.0,120.0,3,8000.0
11462,Jakkur,2 BHK,1291.0,2.0,75.0,2,5809.450038729667
11463,Hennur,3 Bedroom,1150.0,3.0,80.0,3,6956.521739130435
11464,Electronic City,2 BHK,1060.0,2.0,55.0,2,5188.679245283019
11465,7th Phase JP Nagar,3 BHK,1575.0,2.0,110.0,3,6984.126984126984
11466,BHEL Layout,5 Bedroom,1200.0,4.0,160.0,5,13333.333333333334
11467,Byrathi Village,4 Bedroom,1700.0,3.0,55.0,4,3235.294117647059
11468,Mahadevpura,2 BHK,1236.0,2.0,58.0,2,4692.556634304207
11469,Ramamurthy Nagar,3 BHK,1350.0,2.0,39.0,3,2888.8888888888887
11470,Malleshwaram,3 BHK,2475.0,4.0,326.0,3,13171.717171717171
11471,Pai Layout,6 Bedroom,3800.0,6.0,175.0,6,4605.263157894737
11472,Haralur Road,4 BHK,4694.0,5.0,375.0,4,7988.9220281210055
11473,Electronic City,2 BHK,1200.0,2.0,34.66,2,2888.333333333333
11474,Hulimavu,4 Bedroom,1200.0,4.0,75.0,4,6250.0
11475,Harlur,2 BHK,1225.0,2.0,56.0,2,4571.428571428572
11476,Thanisandra,2 BHK,1056.0,2.0,75.0,2,7102.272727272727
11477,9th Phase JP Nagar,3 BHK,1240.0,2.0,42.85,3,3455.6451612903224
11478,Banashankari,3 BHK,1200.0,3.0,74.52,3,6210.0
11479,Kudlu Gate,3 BHK,1850.0,3.0,110.0,3,5945.945945945946
11480,Amblipura,4 BHK,3150.0,4.0,180.0,4,5714.285714285715
11481,Naganathapura,1 Bedroom,1200.0,1.0,39.82,1,3318.3333333333335
11482,Dodda Banaswadi,4 Bedroom,1018.0,4.0,150.0,4,14734.774066797643
11483,Konena Agrahara,5 Bedroom,3520.0,6.0,460.0,5,13068.181818181818
11484,Chandapura,3 BHK,1185.0,2.0,30.22,3,2550.2109704641352
11485,Jigani,2 BHK,918.0,2.0,56.0,2,6100.217864923748
11486,GD Layout,3 BHK,1330.0,2.0,68.0,3,5112.7819548872185
11487,Munnekollal,3 BHK,1540.0,2.0,70.0,3,4545.454545454545
11488,Lakshminarayana Pura,2 BHK,1200.0,2.0,80.0,2,6666.666666666667
11489,Sunkan palya,2 BHK,927.0,2.0,37.0,2,3991.3700107874865
11490,Sarjapur,4 Bedroom,2585.5,4.0,115.0,4,4447.882421195127
11491,CV Raman Nagar,3 BHK,1400.0,2.0,78.0,3,5571.428571428572
11492,Hosur Road,2 BHK,1345.0,2.0,106.0,2,7881.0408921933085
11493,1st Phase JP Nagar,4 Bedroom,1900.0,3.0,400.0,4,21052.63157894737
11494,8th Phase JP Nagar,2 BHK,1510.0,2.0,80.0,2,5298.013245033113
11495,Malleshwaram,2 BHK,302.0,2.0,25.0,2,8278.14569536424
11497,ITPL,3 Bedroom,1500.0,3.0,61.52,3,4101.333333333333
11498,Yelahanka,1 BHK,827.5,1.0,42.535,1,5140.181268882176
11499,Vidyaranyapura,3 BHK,1100.0,2.0,72.0,3,6545.454545454545
11500,Sunkadakatte,3 Bedroom,1200.0,3.0,68.0,3,5666.666666666667
11501,Kanakpura Road,3 BHK,1100.0,3.0,53.0,3,4818.181818181818
11502,Hormavu,4 BHK,2282.0,4.0,115.0,4,5039.439088518843
11503,Jayanti Nagar,2 BHK,760.0,2.0,37.49,2,4932.894736842105
11504,Sarjapur,3 Bedroom,2172.0,3.0,100.0,3,4604.051565377532
11505,Yeshwanthpur Industrial Suburb,6 BHK,3800.0,6.0,390.0,6,10263.157894736842
11506,Kumaraswami Layout,4 Bedroom,600.0,2.0,72.0,4,12000.0
11507,8th Phase JP Nagar,3 BHK,3300.0,3.0,165.0,3,5000.0
11508,Thubarahalli,3 BHK,1242.0,3.0,51.0,3,4106.280193236715
11509,Moodalapalya,1 Bedroom,410.0,1.0,48.0,1,11707.317073170732
11510,Uttarahalli,3 BHK,1245.0,2.0,43.58,3,3500.401606425703
11511,Kadugodi,2 BHK,1088.0,2.0,44.0,2,4044.1176470588234
11512,Sahakara Nagar,2 BHK,1200.0,2.0,46.0,2,3833.3333333333335
11513,TC Palaya,3 Bedroom,1995.0,3.0,100.0,3,5012.5313283208025
11514,Haralur Road,2 BHK,1309.0,2.0,82.0,2,6264.323911382735
11515,BTM 1st Stage,3 BHK,1717.0,3.0,200.0,3,11648.223645894
11516,7th Phase JP Nagar,3 BHK,2100.0,3.0,200.0,3,9523.809523809523
11517,Gayathri Nagar,2 Bedroom,880.0,1.0,90.0,2,10227.272727272728
11518,Abbigere,6 Bedroom,1200.0,6.0,95.0,6,7916.666666666667
11519,Maruthi Nagar,3 BHK,1250.0,3.0,42.0,3,3360.0
11520,Hebbal,3 BHK,3520.0,5.0,240.0,3,6818.181818181818
11521,5th Phase JP Nagar,2 BHK,1041.0,2.0,54.0,2,5187.319884726225
11522,Sarjapur  Road,3 BHK,1505.0,2.0,60.0,3,3986.7109634551493
11523,Bannerghatta,3 BHK,1776.0,3.0,150.0,3,8445.945945945947
11524,Bellandur,3 BHK,1767.0,3.0,89.0,3,5036.785512167516
11525,Rajiv Gandhi Nagar,2 BHK,1293.0,2.0,80.0,2,6187.161639597834
11526,Kengeri,2 BHK,1320.0,2.0,50.0,2,3787.878787878788
11527,Bhuvaneshwari Nagar,2 BHK,1280.0,2.0,68.48,2,5350.0
11528,Thanisandra,2 BHK,1245.0,2.0,83.05,2,6670.682730923695
11529,Haralur Road,2 BHK,1027.0,1.0,44.0,2,4284.323271665044
11530,Yelenahalli,2 BHK,1200.0,2.0,46.17,2,3847.5
11531,Kanakpura Road,3 BHK,1100.0,3.0,58.0,3,5272.727272727273
11532,Medahalli,3 Bedroom,1065.0,3.0,72.0,3,6760.56338028169
11533,Kannamangala,3 BHK,1814.0,3.0,129.0,3,7111.35611907387
11534,Ramagondanahalli,3 BHK,1610.0,2.0,112.0,3,6956.521739130435
11535,Kumaraswami Layout,1 Bedroom,850.0,1.0,78.0,1,9176.470588235294
11536,Kasavanhalli,3 BHK,1600.0,3.0,79.0,3,4937.5
11537,Old Mangammanapalya Road,3 BHK,3200.0,4.0,140.0,3,4375.0
